"prefectureLabel","spotLabel","abstract"
"埼玉県","メッツァ (テーマパーク)","メッツァ（Metsä）は、埼玉県飯能市宮沢327-6にある郊外型レジャー施設。ムーミンテーマパーク「ムーミンバレーパーク」と、北欧の生活をテーマにしたショッピングモール「メッツァビレッジ」からなる。 正式施設はテーマパークとパブリックゾーンを含めた「メッツァ」であるが、マスメディアや飯能駅の副駅名標などの案内には「ムーミンバレーパーク」の名称が使用されることが多く「メッツァ」の名称が登場することは少ない。ムーミンテーマパークは本拠地であるフィンランド以外では海外初進出となる。"
"和歌山県","三段壁","三段壁（さんだんべき）は和歌山県西牟婁郡白浜町三段にある自然景勝地（崖）。「円月島（高嶋）・千畳敷・三段壁」の名称で国の名勝に指定されている。"
"和歌山県","三谷坂 (高野参詣道)","三谷坂（みたにざか）は、和歌山県かつらぎ町三谷の丹生酒殿神社を起点とし、笠松峠を通り町石道へ合流する高野参詣道の一つである。 高野参詣道の一つ「三谷坂（※丹生酒殿神社含む）」として、世界遺産「紀伊山地の霊場と参詣道」の構成資産に登録されている。"
"埼玉県","世界キャラクターさみっとin羽生","世界キャラクターさみっとin羽生（せかいキャラクターさみっといんはにゅう）は、埼玉県羽生市で毎年開催される、ゆるキャラに関するイベント。"
"和歌山県","中辺路","中辺路（なかへち）は、熊野三山（熊野本宮大社、熊野速玉大社、熊野那智大社）へと通じる参詣道・熊野古道のひとつ。和歌山県田辺市から山間部の熊野本宮大社・熊野那智大社を通って、熊野速玉大社に至るおよそ21里（84km）の行程である。「熊野古道」は広義には大阪や伊勢から熊野に至る長大な参詣道を含むが、世間一般的には（観光スポットとしての）「熊野古道」はこの「中辺路」の区間を指す。 成立までの歴史的経緯は紀伊路を参照。 田辺市街～秋津王子～万呂王子～三栖王子～八上王子～稲葉根王子～一ノ瀬王子～鮎川王子～滝尻王子～不寝王子～大門王子～十丈王子～大坂本王子～近露王子～比曽原王子～継桜王子～中ノ河王子～小広王子～熊瀬川王子～岩神王子～湯川王子～猪鼻王子～発心門王子～水呑王子～伏拝王子～祓戸王子～熊野本宮大社～湯ノ峯王子～熊野那智大社～多富気王子～市野々王子～浜の宮王子～佐野王子～浜王子～熊野速玉大社 尚、熊瀬川王子～湯川王子の間は平成23年台風第12号の被害により現在も通行止め区間が有り、迂回路を通る事になる。"
"埼玉県","仙波東照宮","仙波東照宮（せんばとうしょうぐう）は、埼玉県川越市小仙波町にある神社（東照宮）。日光・久能山と並ぶ日本三大東照宮の1つ。旧社格は無格社。"
"埼玉県","伊佐沼","伊佐沼（いさぬま）は、埼玉県川越市の東部に位置し、南北が約1300mおよび東西が約300mほどの沼。"
"和歌山県","和歌山マリーナシティ","和歌山マリーナシティ（わかやまマリーナシティ、Wakayama Marina City）は、和歌山県和歌山市毛見沖の和歌山湾にある人工島。1994年（平成6年）に開催された世界リゾート博に合わせ、松下興産（当時）によって作られた。"
"和歌山県","和歌山城西之丸庭園","和歌山城西之丸庭園（わかやまじょうにしのまるていえん）は和歌山県和歌山市の国の史跡和歌山城内にある日本庭園。通称は紅葉渓庭園（もみじだにていえん）で、その名の通り庭園内には紅葉が繁茂する。国の名勝に指定されている。"
"埼玉県","喜多院","喜多院（きたいん）は、埼玉県川越市にある天台宗の寺院。山号は星野山（せいやさん）。良源（慈恵大師、元三大師とも）を祀り川越大師の別名で知られる。建物の多くが重要文化財に指定され、寺宝にも貴重な美術工芸品を多く有する。広大な境内は池や掘を廻らせた景勝地となっている。1月3日の初大師（だるま市）、節分、長月護摩講塔、七五三、菊祭りなど諸行事はむろん、四季折々の行楽客で賑わう。境内にある五百羅漢の石像も有名である。毎年、正月三が日の初詣には埼玉県内の寺院の中では最も多い約40万人の参拝客が訪れる。"
"埼玉県","城峯公園","城峯公園（じょうみねこうえん）は、埼玉県神川町にある公園。紅葉と同時に桜が咲き、「冬桜」として知られている。冬桜のライトアップやイルミネーションを鑑賞する観光客で賑わう。"
"埼玉県","埼玉スタジアム2002","埼玉スタジアム2002（さいたまスタジアム にまるまるに）は、埼玉県さいたま市緑区の埼玉スタジアム2002公園内にあるサッカー専用の競技スタジアム。 2002 FIFAワールドカップを日本で開催する為に作られたサッカースタジアムの一つである。日本国内のサッカー専用競技場としては最大となる63,700人を収容できるスタジアムで、日本プロサッカーリーグ（Jリーグ）、サッカー日本代表の国際Aマッチなどでも使用されている。こけら落しは2001年10月13日のJ1リーグ戦・浦和レッズvs横浜F・マリノスで、この試合の観客60,553人は当時のJリーグ最多記録となった。 施設は埼玉県が所有し、埼玉スタジアム2002公園マネジメントネットワークが指定管理者として運営管理を行っている。"
"埼玉県","埼玉県","埼玉県の観光地（さいたまけんのかんこうち）は、埼玉県内の主要な観光地に関する項目である。"
"埼玉県","大正浪漫夢通り","大正浪漫夢通り（たいしょうろまんゆめどおり）は、埼玉県川越市連雀町にある商店街。 川越城の城下町の特徴として戦に備えて緩やかにカーブした約200メートルの通りの両側には、大正から昭和初期のレトロな店舗がおよそ30軒余り並ぶ。特に関東大震災以後に流行した看板建築の洋風店舗や町屋造りが多く残る。通りの北の入り口にはドーリア式列柱が並ぶ重厚な旧武州銀行川越支店（現・川越商工会議所）の洋館もある。御影石の石畳など古き良き大正ロマンの香りが漂い、多くの映画・ドラマ・CMの撮影でも使われている。"
